0,0,10,1158719,10,2016,5,5,0.0,0.0,18.845723930622796
0,0,9,1158719,10,2016,5,5,0.0,18.845723930622796,17.35368026679947
0,0,8,1158719,10,2016,5,5,0.0,17.35368026679947,19.156585598995434
0,0,7,1158719,10,2016,5,5,0.0,19.156585598995434,17.35368026679947
0,0,6,1158719,10,2016,5,5,0.0,17.35368026679947,17.345488665940564
1,1,10,1158719,10,2016,5,5,0.0,0.0,18.720723930622796
1,1,9,1158719,10,2016,5,5,0.0,18.720723930622796,14.609791722120569
1,1,8,1158719,10,2016,5,5,0.0,14.609791722120569,18.631585598995436
1,1,7,1158719,10,2016,5,5,0.0,18.631585598995436,14.470156501800219
1,1,6,1158719,10,2016,5,5,0.0,14.470156501800219,18.810488665940564
1,1,5,1158719,10,2016,5,5,0.0,18.810488665940564,18.61515650180022
1,1,4,1158719,10,2016,5,5,0.0,18.61515650180022,18.61515650180022
1,1,3,1158719,10,2016,5,5,0.0,18.61515650180022,18.61515650180022
1,1,2,1158719,10,2016,5,5,0.0,18.61515650180022,18.61515650180022
1,1,1,1158719,10,2016,5,5,0.0,18.61515650180022,18.61515650180022
1,1,0,1158719,10,2016,5,5,0.0,18.61515650180022,18.61515650180022
2,2,10,1158719,10,2016,5,5,0.0,0.0,3.2320003792309167
2,2,9,1158719,10,2016,5,5,0.0,3.2320003792309167,6.1388905614643035
3,3,10,1158719,10,2016,5,5,0.0,0.0,2.4829996207690828
3,3,9,1158719,10,2016,5,5,0.0,2.4829996207690828,6.248890561464304
4,4,10,1158719,10,2016,5,5,0.0,0.0,2.5520003792309165
4,4,9,1158719,10,2016,5,5,0.0,2.5520003792309165,6.128890561464304
5,5,10,1158719,10,2016,5,5,0.0,0.0,3.2070003792309167
5,5,9,1158719,10,2016,5,5,0.0,3.2070003792309167,5.135243556582201
6,6,10,1158719,10,2016,5,5,0.0,0.0,21.11993858548184
6,6,9,1158719,10,2016,5,5,0.0,21.11993858548184,21.0291958211998
6,6,8,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,7,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,6,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,5,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,4,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,3,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,2,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,1,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
6,6,0,1158719,10,2016,5,5,0.0,21.0291958211998,21.0291958211998
7,7,10,1158719,10,2016,5,5,0.0,0.0,23.449403407599938
7,7,9,1158719,10,2016,5,5,0.0,23.449403407599938,21.402017832167502
7,7,8,1158719,10,2016,5,5,0.0,21.402017832167502,21.403309132316885
7,7,7,1158719,10,2016,5,5,0.0,21.403309132316885,23.089816935661453
7,7,6,1158719,10,2016,5,5,0.0,23.089816935661453,23.434612817369413
7,7,5,1158719,10,2016,5,5,0.0,23.434612817369413,23.434612817369413
7,7,4,1158719,10,2016,5,5,0.0,23.434612817369413,23.434612817369413
7,7,3,1158719,10,2016,5,5,0.0,23.434612817369413,23.434612817369413
7,7,2,1158719,10,2016,5,5,0.0,23.434612817369413,23.434612817369413
7,7,1,1158719,10,2016,5,5,0.0,23.434612817369413,23.434612817369413
7,7,0,1158719,10,2016,5,5,0.0,23.434612817369413,23.434612817369413
8,8,10,1158719,10,2016,5,5,0.0,0.0,4.5510766259708655
8,8,9,1158719,10,2016,5,5,0.0,4.5510766259708655,7.158890561464304
9,9,10,1158719,10,2016,5,5,0.0,0.0,2.359227683206444
9,9,9,1158719,10,2016,5,5,0.0,2.359227683206444,6.188890561464303
10,10,10,1158719,10,2016,5,5,0.0,0.0,13.408051836022276
10,10,9,1158719,10,2016,5,5,0.0,13.408051836022276,13.546006573206247
11,11,10,1158719,10,2016,5,5,0.0,0.0,8.550397453226953
11,11,9,1158719,10,2016,5,5,0.0,8.550397453226953,9.458890561464305
11,11,8,1158719,10,2016,5,5,0.0,9.458890561464305,11.798890561464304
12,12,10,1158719,10,2016,5,5,0.0,0.0,2.2045446606987995
12,12,9,1158719,10,2016,5,5,0.0,2.2045446606987995,6.037944527858052
13,13,10,1158719,10,2016,5,5,0.0,0.0,6.920862745383447
13,13,9,1158719,10,2016,5,5,0.0,6.920862745383447,8.868890561464303
14,14,10,1158719,10,2016,5,5,0.0,0.0,0.3184397085394841
15,15,10,1158719,10,2016,5,5,0.0,0.0,0.3184397085394841
16,16,10,1158719,10,2016,5,5,0.0,0.0,0.9107843823533001
