0,0,10,1158719,10,2016,5,5,0.0,0.0,21.88492505493928
0,0,9,1158719,10,2016,5,5,0.0,21.88492505493928,22.355861370450913
0,0,8,1158719,10,2016,5,5,0.0,22.355861370450913,29.247684525198927
0,0,7,1158719,10,2016,5,5,0.0,29.247684525198927,30.225608662420477
0,0,6,1158719,10,2016,5,5,0.0,30.225608662420477,27.136106217950356
0,0,5,1158719,10,2016,5,5,0.0,27.136106217950356,30.950126610966883
0,0,4,1158719,10,2016,5,5,0.0,30.950126610966883,30.282014269822287
0,0,3,1158719,10,2016,5,5,0.0,30.282014269822287,30.646106217950358
0,0,2,1158719,10,2016,5,5,0.0,30.646106217950358,27.136106217950356
0,0,1,1158719,10,2016,5,5,0.0,27.136106217950356,27.440126610966878
0,0,0,1158719,10,2016,5,5,0.0,27.440126610966878,27.440126610966878
1,1,10,1158719,10,2016,5,5,0.0,0.0,28.30393440813753
1,1,9,1158719,10,2016,5,5,0.0,28.30393440813753,32.552151791271
1,1,8,1158719,10,2016,5,5,0.0,32.552151791271,34.42364445840215
1,1,7,1158719,10,2016,5,5,0.0,34.42364445840215,35.007288916804285
1,1,6,1158719,10,2016,5,5,0.0,35.007288916804285,32.47364445840215
1,1,5,1158719,10,2016,5,5,0.0,32.47364445840215,35.889015211697
1,1,4,1158719,10,2016,5,5,0.0,35.889015211697,32.0503756381625
1,1,3,1158719,10,2016,5,5,0.0,32.0503756381625,32.379015211696995
1,1,2,1158719,10,2016,5,5,0.0,32.379015211696995,32.379015211696995
1,1,1,1158719,10,2016,5,5,0.0,32.379015211696995,35.889015211697
1,1,0,1158719,10,2016,5,5,0.0,35.889015211697,32.0503756381625
2,2,10,1158719,10,2016,5,5,0.0,0.0,24.729373752218898
2,2,9,1158719,10,2016,5,5,0.0,24.729373752218898,26.54621218468154
2,2,8,1158719,10,2016,5,5,0.0,26.54621218468154,30.02586898665875
2,2,7,1158719,10,2016,5,5,0.0,30.02586898665875,36.45954913804636
2,2,6,1158719,10,2016,5,5,0.0,36.45954913804636,35.37037563816251
2,2,5,1158719,10,2016,5,5,0.0,35.37037563816251,35.37037563816251
2,2,4,1158719,10,2016,5,5,0.0,35.37037563816251,31.860375638162502
2,2,3,1158719,10,2016,5,5,0.0,31.860375638162502,35.699015211697
2,2,2,1158719,10,2016,5,5,0.0,35.699015211697,35.37037563816251
2,2,1,1158719,10,2016,5,5,0.0,35.37037563816251,31.860375638162502
2,2,0,1158719,10,2016,5,5,0.0,31.860375638162502,32.189015211697
3,3,10,1158719,10,2016,5,5,0.0,0.0,11.375348531369651
3,3,9,1158719,10,2016,5,5,0.0,11.375348531369651,14.675674205590376
3,3,8,1158719,10,2016,5,5,0.0,14.675674205590376,12.725674205590385
3,3,7,1158719,10,2016,5,5,0.0,12.725674205590385,17.168127133212355
3,3,6,1158719,10,2016,5,5,0.0,17.168127133212355,13.598348244094831
3,3,5,1158719,10,2016,5,5,0.0,13.598348244094831,14.800632719853363
3,3,4,1158719,10,2016,5,5,0.0,14.800632719853363,15.741058146582805
3,3,3,1158719,10,2016,5,5,0.0,15.741058146582805,15.298984845933848
3,3,2,1158719,10,2016,5,5,0.0,15.298984845933848,11.536250047372672
3,3,1,1158719,10,2016,5,5,0.0,11.536250047372672,11.027701393621966
3,3,0,1158719,10,2016,5,5,0.0,11.027701393621966,14.025918242207908
4,4,10,1158719,10,2016,5,5,0.0,0.0,11.765348531369654
4,4,9,1158719,10,2016,5,5,0.0,11.765348531369654,16.151705153236662
4,4,8,1158719,10,2016,5,5,0.0,16.151705153236662,13.80045784207772
4,4,7,1158719,10,2016,5,5,0.0,13.80045784207772,17.143127133212356
4,4,6,1158719,10,2016,5,5,0.0,17.143127133212356,17.036696488189666
4,4,5,1158719,10,2016,5,5,0.0,17.036696488189666,13.002861834237091
4,4,4,1158719,10,2016,5,5,0.0,13.002861834237091,14.51270139362196
4,4,3,1158719,10,2016,5,5,0.0,14.51270139362196,15.716058146582805
4,4,2,1158719,10,2016,5,5,0.0,15.716058146582805,16.58233322981873
4,4,1,1158719,10,2016,5,5,0.0,16.58233322981873,15.775237893633893
4,4,0,1158719,10,2016,5,5,0.0,15.775237893633893,16.58233322981873
5,5,10,1158719,10,2016,5,5,0.0,0.0,26.507874646464344
5,5,9,1158719,10,2016,5,5,0.0,26.507874646464344,26.655427676525335
5,5,8,1158719,10,2016,5,5,0.0,26.655427676525335,33.53086898665876
5,5,7,1158719,10,2016,5,5,0.0,33.53086898665876,35.78864445840216
5,5,6,1158719,10,2016,5,5,0.0,35.78864445840216,32.246529663617
5,5,5,1158719,10,2016,5,5,0.0,32.246529663617,35.694015211697
5,5,4,1158719,10,2016,5,5,0.0,35.694015211697,35.756529663617
5,5,3,1158719,10,2016,5,5,0.0,35.756529663617,32.246529663617
5,5,2,1158719,10,2016,5,5,0.0,32.246529663617,35.694015211697
5,5,1,1158719,10,2016,5,5,0.0,35.694015211697,35.756529663617
5,5,0,1158719,10,2016,5,5,0.0,35.756529663617,36.787677233555485
6,6,10,1158719,10,2016,5,5,0.0,0.0,26.195847459168647
6,6,9,1158719,10,2016,5,5,0.0,26.195847459168647,32.59586898665876
6,6,8,1158719,10,2016,5,5,0.0,32.59586898665876,33.44818670207792
6,6,7,1158719,10,2016,5,5,0.0,33.44818670207792,33.20323863704702
