TS,HA,Error,
20.0,4.0,-0.025391002990239997,
20.0,3.0,-0.007144806988186758,
20.0,2.0,0.4081316340179768,
20.0,1.0,0.4081316340179768,
20.0,0.0,0.4081316340179768,
21.0,10.0,0.33450507462289636,
21.0,9.0,0.12110060061246486,
21.0,8.0,0.15906261587649695,
21.0,7.0,1.369445051123705,
21.0,6.0,-0.05609144287928203,
21.0,5.0,1.317226456472607,
21.0,4.0,1.592461746009409,
21.0,3.0,1.592461746009409,
21.0,2.0,1.592461746009409,
21.0,1.0,1.592461746009409,
21.0,0.0,1.592461746009409,
22.0,10.0,-1.6092858086140254,
22.0,9.0,2.0279678290815504,
22.0,8.0,0.3452341616424519,
22.0,7.0,1.410024829044854,
22.0,6.0,1.4976363340594432,
22.0,5.0,1.4300248290448536,
22.0,4.0,1.555136334059437,
22.0,3.0,2.2326363340594426,
22.0,2.0,2.2326363340594426,
22.0,1.0,2.2326363340594426,
22.0,0.0,2.2326363340594426,
23.0,10.0,-1.1185229552007812,
23.0,9.0,-2.496245791708933,
23.0,8.0,-3.4712457917089345,
23.0,7.0,-5.960488665940563,
23.0,6.0,-6.425488665940563,
23.0,5.0,-6.425488665940563,
23.0,4.0,-6.425488665940563,
23.0,3.0,-6.425488665940563,
23.0,2.0,-6.425488665940563,
23.0,1.0,-6.425488665940563,
23.0,0.0,-6.425488665940563,
24.0,10.0,-0.0769311199789584,
24.0,9.0,-1.6099416793508041,
24.0,8.0,1.334423969929773,
24.0,7.0,-0.17494167935080185,
24.0,6.0,-0.17494167935080185,
24.0,5.0,0.40505832064919645,
24.0,4.0,0.40505832064919645,
24.0,3.0,0.40505832064919645,
24.0,2.0,0.40505832064919645,
24.0,1.0,0.40505832064919645,
24.0,0.0,0.40505832064919645,
25.0,10.0,-0.11864084599930891,
25.0,9.0,-2.68557603007023,
25.0,8.0,-1.951245791708935,
25.0,7.0,-4.825488665940565,
26.0,10.0,4.357999620769083,
26.0,9.0,-4.138890561464304,
26.0,8.0,-4.494534014321317,
27.0,10.0,-2.672000379230917,
27.0,9.0,-7.973890561464303,
28.0,10.0,-0.8686461664250213,
28.0,9.0,-4.588890561464304,
29.0,10.0,-1.8198731047386456,
29.0,9.0,-7.983890561464303,
30.0,10.0,-2.46652668953396,
30.0,9.0,-8.073890561464303,
31.0,10.0,-0.32232075593838516,
31.0,9.0,-0.2859828227514605,
31.0,8.0,-0.8985807117648292,
31.0,7.0,-0.8859828227514619,
31.0,6.0,-0.8859828227514619,
31.0,5.0,-0.8859828227514619,
31.0,4.0,-0.8859828227514619,
31.0,3.0,-0.8859828227514619,
31.0,2.0,-0.8859828227514619,
31.0,1.0,-0.8859828227514619,
31.0,0.0,-0.8859828227514619,
32.0,10.0,-0.11293236637622428,
32.0,9.0,-2.491245791708934,
32.0,8.0,-3.411245791708934,
32.0,7.0,-6.030488665940563,
33.0,10.0,-0.2075461646977388,
33.0,9.0,-0.36557603007022976,
33.0,8.0,-0.9505760300702271,
33.0,7.0,-4.305488665940562,
34.0,10.0,-0.3421795167288728,
34.0,9.0,-1.7155760300702276,
34.0,8.0,-2.7155760300702276,
34.0,7.0,-5.270488665940562,
35.0,10.0,-0.13921818107390038,
35.0,9.0,-0.9409828227514616,
35.0,8.0,-0.9409828227514616,
35.0,7.0,0.6040171772485401,
35.0,6.0,0.5000583206491953,
35.0,5.0,0.5000583206491953,
35.0,4.0,0.5000583206491953,
35.0,3.0,0.5000583206491953,
35.0,2.0,0.5000583206491953,
35.0,1.0,0.5000583206491953,
35.0,0.0,0.5000583206491953,
36.0,10.0,-0.3993294980310651,
36.0,9.0,-0.8955760300702273,
36.0,8.0,-1.7555760300702268,
36.0,7.0,-4.250488665940562,
37.0,10.0,-3.719000746471579E-4,
37.0,9.0,-1.0474824859187528,
37.0,8.0,-1.828613665940555,
37.0,7.0,-3.240488665940564,
37.0,6.0,-1.828613665940555,
37.0,5.0,-4.135488665940564,
37.0,4.0,-4.765488665940563,
37.0,3.0,-4.765488665940563,
37.0,2.0,-4.765488665940563,
37.0,1.0,-4.765488665940563,
37.0,0.0,-4.765488665940563,
38.0,10.0,-0.01974616469778212,
38.0,9.0,-2.6091634843599962,
38.0,8.0,-1.90057603007023,
38.0,7.0,-4.8554886659405625,
39.0,10.0,-0.34270952028768953,
39.0,9.0,-2.626245791708934,
39.0,8.0,-3.581245791708934,
39.0,7.0,-6.070488665940562,
40.0,10.0,-0.23827143962552988,
40.0,9.0,-2.5612457917089344,
40.0,8.0,-1.8062457917089336,
40.0,7.0,-5.450488665940565,
41.0,10.0,-1.055883013528426,
41.0,9.0,0.6450583206491984,
41.0,8.0,-0.37829555758111866,
41.0,7.0,0.6450583206491984,
41.0,6.0,0.5067044424188865,
41.0,5.0,0.5067044424188865,
41.0,4.0,0.5067044424188865,
41.0,3.0,0.5067044424188865,
41.0,2.0,0.5067044424188865,
41.0,1.0,0.5067044424188865,
41.0,0.0,0.5067044424188865,
42.0,10.0,-0.11534952069190751,
42.0,9.0,-1.1882955575811138,
42.0,8.0,-1.8714999439293187,
42.0,7.0,-1.8714999439293187,
42.0,6.0,-1.0964999439293202,
42.0,5.0,-1.0964999439293202,
42.0,4.0,-1.0964999439293202,
42.0,3.0,-1.0964999439293202,
42.0,2.0,-1.0964999439293202,
42.0,1.0,-1.0964999439293202,
42.0,0.0,-1.0964999439293202,
43.0,10.0,-0.19428580861402622,
43.0,9.0,-0.21037545514997547,
43.0,8.0,0.4079678290815494,
43.0,7.0,2.127967829081552,
43.0,6.0,0.5996245448500233,
43.0,5.0,0.5996245448500233,
43.0,4.0,1.509624544850027,
43.0,3.0,1.509624544850027,
43.0,2.0,1.509624544850027,
43.0,1.0,1.509624544850027,
43.0,0.0,1.509624544850027,
44.0,10.0,-0.1442858086140255,
44.0,9.0,-0.1823636659405672,
44.0,8.0,-0.03497517095514624,
44.0,7.0,-0.03497517095514624,
44.0,6.0,-0.03497517095514624,
44.0,5.0,-0.03497517095514624,
44.0,4.0,1.2150248290448538,
44.0,3.0,-0.1396128173694109,
44.0,2.0,0.6676363340594342,
44.0,1.0,0.6676363340594342,
44.0,0.0,0.6676363340594342,
45.0,10.0,-0.17821563668874418,
45.0,9.0,-0.9064999439293224,
45.0,8.0,-1.7864999439293214,
45.0,7.0,-0.9064999439293224,
45.0,6.0,-0.9064999439293224,
45.0,5.0,-0.9064999439293224,
45.0,4.0,-0.9064999439293224,
45.0,3.0,-0.9064999439293224,
45.0,2.0,-0.9064999439293224,
45.0,1.0,-0.9064999439293224,
45.0,0.0,-0.9064999439293224,
46.0,10.0,-1.5861728484513993,
46.0,9.0,-1.6162457917089341,
46.0,8.0,-2.746245791708933,
46.0,7.0,-5.635488665940564,
46.0,6.0,-5.995488665940563,
46.0,5.0,-5.995488665940563,
46.0,4.0,-5.995488665940563,
46.0,3.0,-5.995488665940563,
46.0,2.0,-5.995488665940563,
46.0,1.0,-5.995488665940563,
46.0,0.0,-5.995488665940563,
47.0,10.0,-0.39892028976680116,
47.0,9.0,-4.7883587477062655,
47.0,8.0,-2.7521327459029017,
48.0,10.0,-0.07651277912860266,
48.0,9.0,-1.7712457917089335,
48.0,8.0,-2.491245791708934,
48.0,7.0,-5.380488665940565,
49.0,10.0,-1.1277957487101755,
49.0,9.0,-5.639534014321317,
50.0,10.0,-0.8098534615493023,
50.0,9.0,-6.223890561464303,
51.0,10.0,-1.943492223400543,
51.0,9.0,-8.068890561464304,
52.0,10.0,-0.3498534615493032,
52.0,9.0,-6.443890561464304,
53.0,10.0,-1.804873104738646,
53.0,9.0,-8.068890561464304,
54.0,10.0,-2.741978242274767,
55.0,10.0,-0.3346796892983299,
55.0,9.0,-1.861723215848695,
55.0,8.0,-0.9764999439293227,
55.0,7.0,-0.9764999439293227,
55.0,6.0,-0.9764999439293227,
55.0,5.0,-0.9764999439293227,
55.0,4.0,-0.9764999439293227,
55.0,3.0,-0.9764999439293227,
55.0,2.0,-0.9764999439293227,
55.0,1.0,-0.9764999439293227,
55.0,0.0,-0.9764999439293227,
56.0,10.0,-0.5430695690098126,
56.0,9.0,-0.13152003904158605,
56.0,8.0,0.17808364997591752,
56.0,7.0,0.871094595935272,
56.0,6.0,2.9968484454125424,
56.0,5.0,0.15687112248492596,
56.0,4.0,0.43663749745952174,
56.0,3.0,0.6396353305647224,
56.0,2.0,0.43663749745952174,
56.0,1.0,0.6396353305647224,
56.0,0.0,0.43663749745952174,
57.0,10.0,0.2867267568490135,
57.0,9.0,-7.000381965048412,
57.0,8.0,-5.73608600973677,
57.0,7.0,-5.73608600973677,
57.0,6.0,10.188913990263217,
57.0,5.0,4.4515589064484615,
57.0,4.0,-2.850035505948549,
57.0,3.0,11.768913990263222,
57.0,2.0,3.00145835840798,
57.0,1.0,-4.760035505948551,
57.0,0.0,-7.6460860097367735,
58.0,10.0,0.15239995929275452,
58.0,9.0,0.6298508637368521,
58.0,8.0,0.6298508637368521,
58.0,7.0,0.6298508637368521,
58.0,6.0,0.6298508637368521,
58.0,5.0,0.6298508637368521,
58.0,4.0,0.6298508637368521,
58.0,3.0,0.6298508637368521,
58.0,2.0,0.6298508637368521,
58.0,1.0,0.6298508637368521,
58.0,0.0,0.6298508637368521,
59.0,10.0,0.18315546273273497,
59.0,9.0,-1.0165372464138933,
59.0,8.0,-2.746086009736775,
59.0,7.0,-0.3490770554982987,
59.0,6.0,-0.3490770554982987,
59.0,5.0,-0.06335050804581499,
59.0,4.0,-0.06335050804581499,
59.0,3.0,-0.06335050804581499,
59.0,2.0,-0.06335050804581499,
59.0,1.0,-0.06335050804581499,
59.0,0.0,-0.06335050804581499,
60.0,10.0,-0.32762074471440883,
60.0,9.0,0.40347632765972463,
60.0,8.0,0.4776363340594365,
60.0,7.0,0.45169730767269556,
60.0,6.0,0.5523830392940461,
60.0,5.0,0.696649491954183,
60.0,4.0,0.696649491954183,
60.0,3.0,0.696649491954183,
60.0,2.0,0.696649491954183,
60.0,1.0,0.696649491954183,
60.0,0.0,0.696649491954183,
61.0,10.0,-0.31262074471440826,
61.0,9.0,0.4259229445016999,
61.0,8.0,-0.1765372464138899,
61.0,7.0,0.43592294450170144,
61.0,6.0,0.6084627535861102,
61.0,5.0,0.7216494919541816,
61.0,4.0,0.7216494919541816,
61.0,3.0,0.7216494919541816,
61.0,2.0,0.7216494919541816,
61.0,1.0,0.7216494919541816,
61.0,0.0,0.7216494919541816,
62.0,10.0,-0.8679655871632761,
62.0,9.0,-2.2884804290104235,
62.0,8.0,-4.081086009736776,
62.0,7.0,-4.770451669552692,
62.0,6.0,-4.813614601066629,
62.0,5.0,0.6409406503752386,
62.0,4.0,-6.459015856999702,
63.0,10.0,-0.8599726003895576,
63.0,9.0,-0.8333026923273046,
63.0,8.0,-1.6533026923273049,
63.0,7.0,-4.091086009736777,
63.0,6.0,-4.091086009736777,
64.0,10.0,-0.052816239064373605,
64.0,9.0,-0.8590009354904851,
64.0,8.0,-0.2583026923273053,
64.0,7.0,-0.2583026923273053,
64.0,6.0,-1.6771380471360864,
64.0,5.0,-0.013350508045817833,
64.0,4.0,-0.013350508045817833,
64.0,3.0,-0.013350508045817833,
64.0,2.0,-0.013350508045817833,
64.0,1.0,-0.013350508045817833,
64.0,0.0,-0.013350508045817833,
65.0,10.0,-0.8878162390643745,
65.0,9.0,1.3559990645095148,
65.0,8.0,-0.4040009354904832,
65.0,7.0,0.793462753586109,
65.0,6.0,0.793462753586109,
65.0,5.0,1.3066494919541825,
65.0,4.0,-1.9694790505559432,
65.0,3.0,-1.9694790505559432,
65.0,2.0,-1.9694790505559432,
65.0,1.0,-1.9694790505559432,
65.0,0.0,-1.9694790505559432,
66.0,10.0,-0.156054324670599,
66.0,9.0,-0.9165372464138919,
66.0,8.0,-3.4860860097367734,
66.0,7.0,-3.4860860097367734,
66.0,6.0,-3.4860860097367734,
66.0,5.0,-3.4860860097367734,
66.0,4.0,-3.4860860097367734,
66.0,3.0,-3.4860860097367734,
66.0,2.0,-3.4860860097367734,
66.0,1.0,-3.4860860097367734,
66.0,0.0,-3.4860860097367734,
67.0,10.0,-0.8007917077516282,
67.0,9.0,0.7966374974595212,
67.0,8.0,0.6587039062406461,
67.0,7.0,-0.23996244313144643,
67.0,6.0,0.7150375568685519,
67.0,5.0,1.3398219728964982,
67.0,4.0,2.190976633513376,
67.0,3.0,2.190976633513376,
67.0,2.0,2.190976633513376,
67.0,1.0,2.190976633513376,
67.0,0.0,2.190976633513376,
68.0,10.0,0.7083573369552099,
68.0,9.0,0.3567934247571074,
68.0,8.0,0.5579226512697986,
68.0,7.0,0.5579226512697986,
68.0,6.0,0.7223681931589141,
68.0,5.0,0.5579226512697986,
68.0,4.0,0.5579226512697986,
68.0,3.0,2.2429226512697866,
68.0,2.0,-0.058098114234418574,
68.0,1.0,-0.058098114234418574,
68.0,0.0,-0.058098114234418574,
69.0,10.0,-0.028410616708171688,
69.0,9.0,-0.9265372464138899,
69.0,8.0,-1.8310860097367758,
69.0,7.0,-0.8490009354904835,
69.0,6.0,-0.2890770554983,
69.0,5.0,-0.003350508045819822,
69.0,4.0,-0.003350508045819822,
69.0,3.0,-0.003350508045819822,
69.0,2.0,-0.003350508045819822,
69.0,1.0,-0.003350508045819822,
69.0,0.0,-0.003350508045819822,
70.0,10.0,-0.23030300655643998,
70.0,9.0,0.7759990645095165,
70.0,8.0,1.5359990645095145,
70.0,7.0,1.5559990645095176,
70.0,6.0,-0.8744790505559443,
70.0,5.0,-0.8744790505559443,
70.0,4.0,-0.8744790505559443,
70.0,3.0,-0.8744790505559443,
70.0,2.0,-0.8744790505559443,
70.0,1.0,-0.8744790505559443,
70.0,0.0,-0.8744790505559443,
71.0,10.0,0.12097210825375271,
71.0,9.0,-1.0990009354904835,
71.0,8.0,-0.8983026923273059,
71.0,7.0,-3.336086009736775,
71.0,6.0,-3.336086009736775,
71.0,5.0,-3.336086009736775,
71.0,4.0,-3.336086009736775,
71.0,3.0,-3.336086009736775,
71.0,2.0,-3.336086009736775,
71.0,1.0,-3.336086009736775,
71.0,0.0,-3.336086009736775,
72.0,10.0,-0.12491039319885289,
72.0,9.0,-2.4612241799925485,
72.0,8.0,-2.4612241799925485,
72.0,7.0,-2.4612241799925485,
72.0,6.0,-2.4612241799925485,
72.0,5.0,-2.4612241799925485,
72.0,4.0,-2.4612241799925485,
72.0,3.0,-2.4612241799925485,
72.0,2.0,-2.4612241799925485,
72.0,1.0,-2.4612241799925485,
72.0,0.0,-2.4612241799925485,
73.0,10.0,-0.11316107143714049,
73.0,9.0,1.2502236851526867,
73.0,8.0,0.363476633513379,
73.0,7.0,1.3666374974595215,
73.0,6.0,-0.23747506433885945,
73.0,5.0,-0.23747506433885945,
73.0,4.0,-0.23747506433885945,
73.0,3.0,-0.23747506433885945,
73.0,2.0,-0.23747506433885945,
73.0,1.0,-0.23747506433885945,
73.0,0.0,-0.23747506433885945,
74.0,10.0,-0.0838033789356345,
74.0,9.0,-5.01965183141159,
75.0,10.0,-1.7488562842436775,
75.0,9.0,-6.83965183141159,
75.0,8.0,-8.102659118909049,
76.0,10.0,-0.8433274443044194,
76.0,9.0,-5.00965183141159,
77.0,10.0,-0.044400252392087225,
77.0,9.0,-4.958214077576926,
78.0,10.0,-0.3653956601490904,
78.0,9.0,-1.6189813129993844,
78.0,8.0,-3.5268685546841443,
78.0,7.0,-3.5268685546841443,
78.0,6.0,-4.1418685546841445,
78.0,5.0,-4.221868554684145,
79.0,10.0,-0.20182690757479804,
79.0,9.0,-1.1498890218995896,
79.0,8.0,2.036094595935271,
79.0,7.0,1.3301109781004072,
79.0,6.0,0.7901109781004116,
79.0,5.0,0.7763832394136791,
79.0,4.0,3.039976633513376,
79.0,3.0,3.039976633513376,
79.0,2.0,3.039976633513376,
79.0,1.0,3.039976633513376,
79.0,0.0,3.039976633513376,
80.0,10.0,-0.00368429436981188,
80.0,9.0,-1.0147942214961105,
80.0,8.0,-2.5236425552317385,
80.0,7.0,-2.5236425552317385,
80.0,6.0,-4.060957198754899,
80.0,5.0,-4.220957198754903,
80.0,4.0,-4.220957198754903,
80.0,3.0,-4.220957198754903,
80.0,2.0,-4.220957198754903,
80.0,1.0,-4.220957198754903,
80.0,0.0,-4.220957198754903,
81.0,10.0,-0.09003177651617378,
81.0,9.0,-1.0248636659405506,
81.0,8.0,-0.3283026923273056,
81.0,7.0,-0.0133026923273043,
81.0,6.0,-0.3780232576152933,
81.0,5.0,-0.3780232576152933,
81.0,4.0,0.6316494919541853,
81.0,3.0,-0.3780232576152933,
81.0,2.0,-0.3780232576152933,
81.0,1.0,0.6316494919541853,
81.0,0.0,0.6316494919541853,
82.0,10.0,-0.21138623109212418,
82.0,9.0,0.5622535976799377,
82.0,8.0,-0.01903033260722964,
82.0,7.0,0.7919767423847048,
82.0,6.0,0.7919767423847048,
82.0,5.0,0.7919767423847048,
82.0,4.0,0.7919767423847048,
82.0,3.0,0.7919767423847048,
82.0,2.0,0.7919767423847048,
82.0,1.0,0.7919767423847048,
82.0,0.0,0.7919767423847048,
83.0,10.0,-0.10090630331634287,
83.0,9.0,1.3460280039908206,
83.0,8.0,0.44102800399081943,
83.0,7.0,1.3660280039908237,
83.0,6.0,0.476912847978582,
83.0,5.0,-0.11361676058632142,
83.0,4.0,1.20191284797858,
83.0,3.0,2.874976633513377,
83.0,2.0,2.874976633513377,
83.0,1.0,2.874976633513377,
83.0,0.0,2.874976633513377,
84.0,10.0,-0.120906303316346,
84.0,9.0,0.24605654158703416,
84.0,8.0,1.2660945959352716,
84.0,7.0,1.3460280039908206,
84.0,6.0,0.45691284797858245,
84.0,5.0,-0.13361676058631744,
84.0,4.0,0.45691284797858245,
84.0,3.0,-0.13361676058631744,
84.0,2.0,0.45691284797858245,
84.0,1.0,-0.13361676058631744,
84.0,0.0,0.45691284797858245,
85.0,10.0,-0.9603709008234453,
85.0,9.0,0.6599532813672155,
85.0,8.0,-0.10181530366471492,
85.0,7.0,0.6599532813672155,
85.0,6.0,1.258184696335288,
85.0,5.0,1.258184696335288,
85.0,4.0,1.258184696335288,
85.0,3.0,0.4093099668467133,
85.0,2.0,0.4093099668467133,
85.0,1.0,0.4093099668467133,
85.0,0.0,0.4093099668467133,
86.0,10.0,-0.02537090082345017,
86.0,9.0,1.2131846963352864,
86.0,8.0,1.2131846963352864,
86.0,7.0,1.233184696335286,
86.0,6.0,1.233184696335286,
86.0,5.0,-0.389962443131445,
86.0,4.0,1.233184696335286,
86.0,3.0,-0.015690033153290983,
86.0,2.0,-0.015690033153290983,
86.0,1.0,-0.015690033153290983,
86.0,0.0,-0.015690033153290983,
87.0,10.0,-0.30537090082344776,
87.0,9.0,0.5431846963352847,
87.0,8.0,0.5002456878325319,
87.0,7.0,0.5915126219604829,
87.0,6.0,0.5163832394136811,
87.0,5.0,0.5163832394136811,
87.0,4.0,0.5163832394136811,
87.0,3.0,0.5163832394136811,
87.0,2.0,0.5163832394136811,
87.0,1.0,0.5163832394136811,
87.0,0.0,0.5163832394136811,
88.0,10.0,-1.7281117202866625,
88.0,9.0,1.4559990645095162,
88.0,8.0,-0.14900093549048776,
88.0,7.0,1.3999279865290788,
88.0,6.0,-0.9544790505559426,
88.0,5.0,-0.9544790505559426,
88.0,4.0,-0.9544790505559426,
88.0,3.0,-0.9544790505559426,
88.0,2.0,-0.9544790505559426,
88.0,1.0,-0.9544790505559426,
88.0,0.0,-0.9544790505559426,
89.0,10.0,-0.018001427898475697,
89.0,9.0,-1.0927464023200635,
89.0,8.0,-0.03900093549048478,
89.0,7.0,-0.09507201347091865,
89.0,6.0,1.319927986529084,
89.0,5.0,-1.054479050555944,
89.0,4.0,-1.054479050555944,
89.0,3.0,-1.054479050555944,
89.0,2.0,-1.054479050555944,
89.0,1.0,-1.054479050555944,
89.0,0.0,-1.054479050555944,
90.0,10.0,-0.06746255058321893,
90.0,9.0,-2.4165233664866257,
90.0,8.0,1.415999064509517,
90.0,7.0,1.415999064509517,
90.0,6.0,-1.014479050555945,
90.0,5.0,1.2082696055852935,
90.0,4.0,-1.7595970393612959,
90.0,3.0,0.4063832394136817,
90.0,2.0,0.4063832394136817,
90.0,1.0,0.4063832394136817,
90.0,0.0,0.4063832394136817,
91.0,10.0,-0.34770400599949625,
91.0,9.0,-0.9726029543126415,
91.0,8.0,2.1350375568685536,
91.0,7.0,-1.9060433194911255,
91.0,6.0,-1.9060433194911255,
91.0,5.0,-1.9060433194911255,
91.0,4.0,-1.9060433194911255,
91.0,3.0,-0.17782883249373072,
91.0,2.0,-0.17782883249373072,
91.0,1.0,-0.17782883249373072,
91.0,0.0,-0.17782883249373072,
92.0,10.0,-3.552713678800501E-15,
92.0,9.0,1.3315506239899548,
92.0,8.0,2.24713355325369,
92.0,7.0,1.2426825855075059,
92.0,6.0,1.351550623989958,
92.0,5.0,3.0871335532536897,
92.0,4.0,1.351550623989958,
92.0,3.0,0.497095921425899,
92.0,2.0,2.362171712444816,
92.0,1.0,-0.10421986804778527,
92.0,0.0,-0.10421986804778527,
93.0,10.0,0.5444694926052058,
93.0,9.0,0.0416745840200079,
93.0,8.0,0.2165392341904706,
93.0,7.0,1.2715392341904703,
93.0,6.0,-0.1474750643388596,
93.0,5.0,-0.1474750643388596,
93.0,4.0,-0.1474750643388596,
93.0,3.0,-0.1474750643388596,
93.0,2.0,-0.1474750643388596,
93.0,1.0,-0.1474750643388596,
93.0,0.0,-0.1474750643388596,
94.0,10.0,-1.1333862499544622,
94.0,9.0,1.548424648450716,
94.0,8.0,2.048206834217474,
94.0,7.0,-0.23632478140877566,
94.0,6.0,-0.23632478140877566,
94.0,5.0,-0.23632478140877566,
94.0,4.0,-0.23632478140877566,
94.0,3.0,-0.23632478140877566,
94.0,2.0,-0.23632478140877566,
94.0,1.0,-0.23632478140877566,
94.0,0.0,-0.23632478140877566,
95.0,10.0,0.231430578680353,
95.0,9.0,0.16012498163672007,
95.0,8.0,2.00250183632739,
95.0,7.0,2.2247195795956145,
95.0,5.0,-0.07776583542313631,
95.0,4.0,0.4636752185912201,
95.0,3.0,0.5945711182219284,
95.0,2.0,-0.13372433632351033,
95.0,1.0,0.4636752185912201,
95.0,0.0,-0.13372433632351033,
96.0,10.0,-0.0434628888646138,
96.0,9.0,0.22275575965242922,
96.0,8.0,0.3566851257148578,
96.0,7.0,0.4776825855075053,
96.0,6.0,1.2576825855075064,
96.0,5.0,-0.1084493760100429,
96.0,4.0,-0.1084493760100429,
96.0,3.0,-0.1084493760100429,
96.0,2.0,-0.1084493760100429,
96.0,1.0,-0.1084493760100429,
96.0,0.0,-0.1084493760100429,
97.0,10.0,-1.1799999999999997,
97.0,9.0,2.7682201532919137,
97.0,8.0,-1.1436537304629013,
97.0,7.0,-1.1436537304629013,
97.0,6.0,-1.1436537304629013,
97.0,5.0,-0.04349956946410671,
97.0,4.0,0.6589497905745354,
97.0,3.0,-0.04349956946410671,
97.0,2.0,0.6589497905745354,
97.0,1.0,-0.04349956946410671,
97.0,0.0,0.6589497905745354,
98.0,10.0,-0.19917737780896516,
98.0,9.0,-2.461775430646444,
98.0,8.0,-2.7268685546841454,
98.0,7.0,-2.7268685546841454,
98.0,6.0,-2.7268685546841454,
98.0,5.0,-2.7268685546841454,
98.0,4.0,-2.7268685546841454,
98.0,3.0,-2.7268685546841454,
98.0,2.0,-2.7268685546841454,
98.0,1.0,-2.7268685546841454,
98.0,0.0,-2.7268685546841454,
99.0,10.0,-0.11417737780896786,
99.0,9.0,-2.4417754306464445,
99.0,8.0,-2.7068685546841422,
99.0,7.0,-2.7068685546841422,
99.0,6.0,-2.7068685546841422,
99.0,5.0,-2.7068685546841422,
99.0,4.0,-2.7068685546841422,
99.0,3.0,-2.7068685546841422,
99.0,2.0,-2.7068685546841422,
99.0,1.0,-2.7068685546841422,
99.0,0.0,-2.7068685546841422,
100.0,10.0,-1.2251446587016908,
100.0,9.0,-0.22677543064644468,
100.0,8.0,-0.05177543064644752,
100.0,7.0,-0.3094360307563946,
100.0,6.0,-3.3172652686581827,
100.0,5.0,-0.3094360307563946,
100.0,4.0,-3.3172652686581827,
100.0,3.0,-0.3094360307563946,
100.0,2.0,-3.3172652686581827,
100.0,1.0,-0.3094360307563946,
100.0,0.0,-3.3172652686581827,
101.0,10.0,-0.29754150235480026,
101.0,9.0,-1.8100997920305808,
101.0,8.0,-1.0017754306464433,
101.0,7.0,-1.0017754306464433,
101.0,6.0,-1.0017754306464433,
101.0,5.0,-1.0017754306464433,
101.0,4.0,-1.0017754306464433,
101.0,3.0,-1.0017754306464433,
101.0,2.0,-1.0017754306464433,
101.0,1.0,-1.0017754306464433,
101.0,0.0,-1.0017754306464433,
102.0,10.0,-0.2525415023548021,
102.0,9.0,-2.5398636659405103,
102.0,8.0,-1.1468685546841435,
102.0,7.0,-1.9048636659405105,
102.0,6.0,-1.7139813129993868,
102.0,5.0,-2.661868554684144,
102.0,4.0,-1.7139813129993868,
102.0,3.0,-2.661868554684144,
102.0,2.0,-1.7139813129993868,
102.0,1.0,-2.661868554684144,
102.0,0.0,-1.7139813129993868,
103.0,10.0,-1.0428640420643802,
